"SETTLEMENT.DATE","CUSIP","SYMBOL","QUANTITY..FAILS.","DESCRIPTION","PRICE","GME Allocation"
20210201,"464287879","IJS",28597,"ISHARES S&P SMALLCAP 600 VALUE","86.39","0.30%"
20210201,"464287887","IJT",57792,"ISHARES S&P SMALL CAP 600 GROW","121.28","0.26%"
20210201,"464288570","DSI",468,"ISHARES MSCI KLD 400 SOCIAL ET","70.80","0.02%"
20210201,"464288869","IWC",11775,"RUSSELL MICRO CAP ETF","135.26","0.59%"
20210201,"46435U663","ESML",72691,"ISHARES ESG AWARE MSCI USA SMA","35.54","0.18%"
20210201,"46436E544","XJR",70,"ISHARES TRESG SCREENED S&P SMA","35.21","0.30%"
20210201,"46436E775","STSB",469,"ISHARES TR FACTORS US SMALL BL","43.03","0.11%"
20210201,"46641Q290","BBSC",2527,"JP MORGAN EXC-TRD TR BETABUILD","60.88","0.15%"
20210201,"74347R818","SAA",11,"PROSHARES ULTRA SMALLCAP600","121.81","0.18%"
20210201,"74347X294","HDG",10991,"PROSHARES TRUST - PROSHARES HE","50.80","0.03%"
20210201,"74347X310","RALS",1,"PROSHARES TR RAFI LONG/SHORT F","31.65","0.44%"
20210201,"74347X799","URTY",4714,"PROSHARES TRUST PROSHRS ULTRAP","89.33","0.05%"
20210201,"78464A128","VLU",167,"SPDR S&P 1500 VALUE TILT ETF","122.16","0.04%"
20210201,"78464A201","SLYG",166,"SPDR S&P 600 SMALL CAP GROWTH ","81.10","0.26%"
20210201,"78464A300","SLYV",2210,"SPDR S&P 600 SMALL CAP VALUE E","70.37","0.30%"
20210201,"78464A714","XRT",1135221,"SPDR SERIES TR SPDR S&P RETAIL","88.01","3.44%"
20210201,"808524102","SCHB",6701,"SCHWAB STRATEGIC TR US BROAD M","90.62","0.01%"
20210201,"808524607","SCHA",916,"SCHWAB STRATEGIC TR US SMALL-C","92.54","0.07%"
20210201,"808524771","FNDX",1762,"SCHWAB FUNDAMENTAL U S LARGE C","46.52","0.39%"
20210201,"87166N304","SSLY",31,"SYNTAX ETF TR STRATIFIED SMALL","47.66","0.11%"
20210201,"921932778","VIOV",55,"VANGUARD S&P SMALL CAP 600 VAL","149.38","0.12%"
20210201,"921932828","VIOO",1,"VANGUARD S&P SMALL CAP 600 ETF","178.25","0.12%"
20210201,"92204A108","VCR",17296,"VANGUARD CONSUMER DISCRETIONAR","283.29","1.16%"
20210201,"92206C599","VTHR",1568,"VANGUARD RUSSELL 3000 ETF","173.35","0.00%"
20210201,"92206C649","VTWV",1225,"VANGUARD RUSSELL 2000 VALUE ET","121.28","0.09%"
20210201,"92206C664","VTWO",25004,"VANGUARD RUSSELL 2000 ETF","166.00","0.04%"
20210201,"922908611","VBR",68489,"VANGUARD SMALL-CAP VALUE ETF","145.11","0.31%"
20210201,"922908652","VXF",137171,"VANGUARD EXTENDED MARKET ETF","169.13","0.02%"
20210201,"922908769","VTI",39840,"VANGUARD TOTAL STOCK MARKET ET","193.99","0.00%"
20210202,"132061201","SYLD",773,"CAMBRIA SHAREHOLDER YLD ETF","51.66","0.48%"
20210202,"25460G815","RETL",21004,"DIREXION DAILY RETAIL BULL 3X ","169.02","2.87%"
20210202,"26924G706","GAMR",50,"ETF MANAGERS TR WEDBUSH ETFMG ","100.17","4.87%"
20210202,"30151E673","NVQ",3,"EXCHANGE LISTED FDS TR QRAFT A","28.19","0.25%"
20210202,"35473P876","FLQS",258,"FRANKLIN TEMPLETON ETF TR LIBE","33.97","0.28%"
20210202,"36467W109","GME",159298,"GAMESTOP CORP (HLDG CO) CL A","225.00",NA
20210202,"381430602","GSSC",470,"GOLDMAN SACHS ETF TR ACTIVEBET","59.05","0.27%"
20210202,"46137V183","EWSC",4170,"INVESCO","71.60","0.54%"
20210202,"46138E453","PBSM",25488,"INVESCO ETF TR II PUREBETA MSC","35.58","0.07%"
20210202,"46138G664","RWJ",2918,"INVESCO EXCHANGE-TRADED FD TR ","99.04","2.11%"
20210202,"46138J593","OMFS",278,"INVESCO EXCHANGE-TRADED SELF-I","36.89","0.15%"
20210202,"46138J734","IUSS",120,"INVESCO EXCH-TRADED SELF INDX ","32.87","1.25%"
20210202,"464287150","ITOT",2,"ISHARES CORE S&P TOTAL U.S. ST","87.47","0.01%"
20210202,"464287655","IWM",2062475,"ISHARES RUSSELL 2000 ETF","210.61","0.10%"
20210202,"464287804","IJR",39,"ISHARES CORE S&P SM CAP ETF","99.30","0.28%"
20210202,"464287879","IJS",261,"ISHARES S&P SMALLCAP 600 VALUE","87.55","0.30%"
20210202,"464287887","IJT",206,"ISHARES S&P SMALL CAP 600 GROW","123.74","0.26%"
20210202,"464288570","DSI",2,"ISHARES MSCI KLD 400 SOCIAL ET","72.09","0.02%"
20210202,"464288869","IWC",12160,"RUSSELL MICRO CAP ETF","138.23","0.59%"
20210202,"46435U663","ESML",104182,"ISHARES ESG AWARE MSCI USA SMA","36.23","0.18%"
20210202,"46436E544","XJR",78,"ISHARES TRESG SCREENED S&P SMA","35.62","0.30%"
20210202,"46436E775","STSB",469,"ISHARES TR FACTORS US SMALL BL","43.95","0.11%"
20210202,"46641Q290","BBSC",2527,"JP MORGAN EXC-TRD TR BETABUILD","62.31","0.15%"
20210202,"74347R842","UWM",870,"PROSHARES ULTRA RUSSELL 2000","102.91","0.07%"
20210202,"74347X294","HDG",10750,"PROSHARES TRUST - PROSHARES HE","51.18","0.03%"
20210202,"74347X799","URTY",4122,"PROSHARES TRUST PROSHRS ULTRAP","95.99","0.05%"
20210202,"78464A128","VLU",182,"SPDR S&P 1500 VALUE TILT ETF","123.43","0.04%"
20210202,"78464A201","SLYG",4932,"SPDR S&P 600 SMALL CAP GROWTH ","82.78","0.26%"
20210202,"78464A300","SLYV",1062,"SPDR S&P 600 SMALL CAP VALUE E","71.33","0.30%"
20210202,"78464A714","XRT",1555661,"SPDR SERIES TR SPDR S&P RETAIL","82.95","3.44%"
20210202,"78464A805","SPTM",1070,"SPDR PORTFOLIO S&P 1500 COMPOS","46.56","0.01%"
20210202,"78464A813","SLY",191,"SPDR S&P 600 SMALL CAP ETF","86.06","0.29%"
20210202,"808524102","SCHB",28,"SCHWAB STRATEGIC TR US BROAD M","92.22","0.01%"
20210202,"886364405","SFYF",188,"TIDAL ETF TR SOFI 50 ETF","29.51","0.69%"
20210202,"921932778","VIOV",8130,"VANGUARD S&P SMALL CAP 600 VAL","151.21","0.12%"
20210202,"921932794","VIOG",1,"VANGUARD S&P SMALL CAP 600 GRO","213.31","1.78%"
20210202,"921932828","VIOO",1,"VANGUARD S&P SMALL CAP 600 ETF","181.84","0.12%"
20210202,"92204A108","VCR",17296,"VANGUARD CONSUMER DISCRETIONAR","288.69","1.16%"
20210202,"92206C599","VTHR",9922,"VANGUARD RUSSELL 3000 ETF","176.36","0.00%"
20210202,"92206C649","VTWV",1131,"VANGUARD RUSSELL 2000 VALUE ET","123.86","0.09%"
20210202,"92206C664","VTWO",898,"VANGUARD RUSSELL 2000 ETF","170.15","0.04%"
20210202,"922908611","VBR",66844,"VANGUARD SMALL-CAP VALUE ETF","147.70","0.31%"
20210202,"922908652","VXF",1346,"VANGUARD EXTENDED MARKET ETF","172.76","0.02%"
20210202,"922908769","VTI",7286,"VANGUARD TOTAL STOCK MARKET ET","197.30","0.00%"
20210203,"025072885","AVUS",40897,"AMERICAN CENTY ETF TR AVANTIS ","65.13","0.02%"
20210203,"132061201","SYLD",216,"CAMBRIA SHAREHOLDER YLD ETF","52.40","0.48%"
20210203,"26924G706","GAMR",12558,"ETF MANAGERS TR WEDBUSH ETFMG ","89.54","4.87%"
20210203,"316092204","FDIS",3896,"FIDELITY COVINGTON TR MSCI CON","75.93","0.13%"
20210203,"35473P876","FLQS",258,"FRANKLIN TEMPLETON ETF TR LIBE","34.00","0.28%"
20210203,"36467W109","GME",47564,"GAMESTOP CORP (HLDG CO) CL A","90.00",NA
20210203,"381430602","GSSC",39972,"GOLDMAN SACHS ETF TR ACTIVEBET","59.22","0.27%"
20210203,"46137V183","EWSC",3514,"INVESCO","71.34","0.54%"
20210203,"46137V613","PRF",1,"INVESCO EXCHANGE-TRADED FD TR ","137.39","0.44%"
20210203,"46138E180","PSCD",150,"INVESCO S&P SMALLCAP CONSUMER ","94.44","1.92%"
20210203,"46138E453","PBSM",27499,"INVESCO ETF TR II PUREBETA MSC","36.04","0.07%"
20210203,"46138G664","RWJ",1360,"INVESCO EXCHANGE-TRADED FD TR ","93.48","2.11%"
20210203,"46138J593","OMFS",311,"INVESCO EXCHANGE-TRADED SELF-I","37.12","0.15%"
20210203,"46138J734","IUSS",269,"INVESCO EXCH-TRADED SELF INDX ","32.04","1.25%"
20210203,"464287150","ITOT",2562,"ISHARES CORE S&P TOTAL U.S. ST","88.68","0.01%"
20210203,"464287630","IWN",52888,"ISHARES RUSSELL2000 VAL ETF","142.32","0.21%"
20210203,"464287655","IWM",1711339,"ISHARES RUSSELL 2000 ETF","213.61","0.10%"
20210203,"464287804","IJR",39065,"ISHARES CORE S&P SM CAP ETF","99.57","0.28%"
20210203,"464287879","IJS",72,"ISHARES S&P SMALLCAP 600 VALUE","87.52","0.30%"
20210203,"464287887","IJT",206,"ISHARES S&P SMALL CAP 600 GROW","124.43","0.26%"
20210203,"464288869","IWC",5288,"RUSSELL MICRO CAP ETF","138.27","0.59%"
20210203,"46435U663","ESML",125687,"ISHARES ESG AWARE MSCI USA SMA","36.55","0.18%"
20210203,"46436E544","XJR",230,"ISHARES TRESG SCREENED S&P SMA","35.81","0.30%"
20210203,"46436E775","STSB",415,"ISHARES TR FACTORS US SMALL BL","44.36","0.11%"
20210203,"46641Q290","BBSC",2527,"JP MORGAN EXC-TRD TR BETABUILD","62.78","0.15%"
20210203,"74347R818","SAA",408,"PROSHARES ULTRA SMALLCAP600","125.94","0.18%"
20210203,"74347R842","UWM",46066,"PROSHARES ULTRA RUSSELL 2000","105.86","0.07%"
20210203,"74347X294","HDG",488,"PROSHARES TRUST - PROSHARES HE","51.41","0.03%"
20210203,"74347X799","URTY",1037,"PROSHARES TRUST PROSHRS ULTRAP","100.11","0.05%"
20210203,"78464A128","VLU",3463,"SPDR S&P 1500 VALUE TILT ETF","125.10","0.04%"
20210203,"78464A201","SLYG",2331,"SPDR S&P 600 SMALL CAP GROWTH ","83.23","0.26%"
20210203,"78464A300","SLYV",6529,"SPDR S&P 600 SMALL CAP VALUE E","71.32","0.30%"
20210203,"78464A714","XRT",485989,"SPDR SERIES TR SPDR S&P RETAIL","76.14","3.44%"
20210203,"78464A805","SPTM",3,"SPDR PORTFOLIO S&P 1500 COMPOS","47.19","0.01%"
20210203,"78464A813","SLY",3493,"SPDR S&P 600 SMALL CAP ETF","86.23","0.29%"
20210203,"78468R853","SPSM",359,"SPDR PORTFOLIO S&P 600 SMALL C","38.78","0.29%"
20210203,"808524607","SCHA",202,"SCHWAB STRATEGIC TR US SMALL-C","96.02","0.07%"
20210203,"808524771","FNDX",5416,"SCHWAB FUNDAMENTAL U S LARGE C","46.64","0.39%"
20210203,"808524789","FNDB",100,"SCHWAB FUNDAMENTAL U S BROAD M","46.37","0.35%"
20210203,"886364405","SFYF",366,"TIDAL ETF TR SOFI 50 ETF","29.95","0.69%"
20210203,"921932778","VIOV",12499,"VANGUARD S&P SMALL CAP 600 VAL","151.16","0.12%"
20210203,"921932794","VIOG",1894,"VANGUARD S&P SMALL CAP 600 GRO","214.58","1.78%"
20210203,"92206C599","VTHR",24522,"VANGUARD RUSSELL 3000 ETF","178.91","0.00%"
20210203,"92206C664","VTWO",945,"VANGUARD RUSSELL 2000 ETF","172.25","0.04%"
20210203,"922908611","VBR",1770,"VANGUARD SMALL-CAP VALUE ETF","149.28","0.31%"
20210203,"922908652","VXF",3981,"VANGUARD EXTENDED MARKET ETF","175.92","0.02%"
20210203,"922908751","VB",1598,"VANGUARD SMALL-CAP ETF","205.64","0.17%"
20210204,"025072885","AVUS",63816,"AMERICAN CENTY ETF TR AVANTIS ","65.30","0.02%"
20210204,"25460G815","RETL",1405,"DIREXION DAILY RETAIL BULL 3X ","135.07","2.87%"
20210204,"26924G706","GAMR",2367,"ETF MANAGERS TR WEDBUSH ETFMG ","91.24","4.87%"
20210204,"316092204","FDIS",11153,"FIDELITY COVINGTON TR MSCI CON","75.64","0.13%"
20210204,"33939L100","TILT",231,"FLEXSHARES TR","150.76","0.04%"
20210204,"35473P876","FLQS",374,"FRANKLIN TEMPLETON ETF TR LIBE","34.00","0.28%"
20210204,"36467W109","GME",88767,"GAMESTOP CORP (HLDG CO) CL A","92.41",NA
20210204,"381430602","GSSC",45053,"GOLDMAN SACHS ETF TR ACTIVEBET","59.42","0.27%"
20210204,"46137V183","EWSC",2928,"INVESCO","72.18","0.54%"
20210204,"46137V613","PRF",1986,"INVESCO EXCHANGE-TRADED FD TR ","138.33","0.44%"
20210204,"46138E453","PBSM",7201,"INVESCO ETF TR II PUREBETA MSC","36.13","0.07%"
20210204,"46138J593","OMFS",203,"INVESCO EXCHANGE-TRADED SELF-I","37.54","0.15%"
20210204,"464287150","ITOT",8726,"ISHARES CORE S&P TOTAL U.S. ST","88.85","0.01%"
20210204,"464287630","IWN",105,"ISHARES RUSSELL2000 VAL ETF","143.21","0.21%"
20210204,"464287655","IWM",683323,"ISHARES RUSSELL 2000 ETF","214.25","0.10%"
20210204,"464287804","IJR",2373,"ISHARES CORE S&P SM CAP ETF","99.93","0.28%"
20210204,"464287879","IJS",420,"ISHARES S&P SMALLCAP 600 VALUE","88.14","0.30%"
20210204,"464287887","IJT",2436,"ISHARES S&P SMALL CAP 600 GROW","124.49","0.26%"
20210204,"464288869","IWC",1458,"RUSSELL MICRO CAP ETF","140.22","0.59%"
20210204,"46435U663","ESML",153,"ISHARES ESG AWARE MSCI USA SMA","36.70","0.18%"
20210204,"46436E544","XJR",230,"ISHARES TRESG SCREENED S&P SMA","35.88","0.30%"
20210204,"46436E775","STSB",415,"ISHARES TR FACTORS US SMALL BL","44.59","0.11%"
20210204,"46641Q290","BBSC",2679,"JP MORGAN EXC-TRD TR BETABUILD","62.99","0.15%"
20210204,"67092P607","NUSC",29921,"NUVEEN ESG SMALL-CAP ETF","41.26","0.30%"
20210204,"74347R818","SAA",439,"PROSHARES ULTRA SMALLCAP600","126.87","0.18%"
20210204,"74347R842","UWM",12679,"PROSHARES ULTRA RUSSELL 2000","106.46","0.07%"
20210204,"74347X294","HDG",476,"PROSHARES TRUST - PROSHARES HE","51.48","0.03%"
20210204,"78464A128","VLU",4640,"SPDR S&P 1500 VALUE TILT ETF","126.09","0.04%"
20210204,"78464A201","SLYG",6146,"SPDR S&P 600 SMALL CAP GROWTH ","83.39","0.26%"
20210204,"78464A300","SLYV",87,"SPDR S&P 600 SMALL CAP VALUE E","71.80","0.30%"
20210204,"78464A714","XRT",79564,"SPDR SERIES TR SPDR S&P RETAIL","77.42","3.44%"
20210204,"78464A813","SLY",162,"SPDR S&P 600 SMALL CAP ETF","86.49","0.29%"
20210204,"78468R853","SPSM",5657,"SPDR PORTFOLIO S&P 600 SMALL C","38.91","0.29%"
20210204,"808524102","SCHB",20,"SCHWAB STRATEGIC TR US BROAD M","93.67","0.01%"
20210204,"808524607","SCHA",1318,"SCHWAB STRATEGIC TR US SMALL-C","96.40","0.07%"
20210204,"808524771","FNDX",21022,"SCHWAB FUNDAMENTAL U S LARGE C","47.00","0.39%"
20210204,"87166N304","SSLY",420,"SYNTAX ETF TR STRATIFIED SMALL","47.75","0.11%"
20210204,"886364405","SFYF",1071,"TIDAL ETF TR SOFI 50 ETF","30.28","0.69%"
20210204,"921932778","VIOV",5475,"VANGUARD S&P SMALL CAP 600 VAL","152.21","0.12%"
20210204,"921932794","VIOG",1002,"VANGUARD S&P SMALL CAP 600 GRO","214.68","1.78%"
20210204,"92204A108","VCR",2368,"VANGUARD CONSUMER DISCRETIONAR","291.82","1.16%"
20210204,"92206C599","VTHR",33088,"VANGUARD RUSSELL 3000 ETF","179.14","0.00%"
20210204,"92206C649","VTWV",2136,"VANGUARD RUSSELL 2000 VALUE ET","125.58","0.09%"
20210204,"92206C664","VTWO",1104,"VANGUARD RUSSELL 2000 ETF","172.85","0.04%"
20210204,"922908611","VBR",1638,"VANGUARD SMALL-CAP VALUE ETF","150.20","0.31%"
20210204,"922908751","VB",92892,"VANGUARD SMALL-CAP ETF","206.21","0.17%"
20210204,"922908769","VTI",143280,"VANGUARD TOTAL STOCK MARKET ET","200.43","0.00%"
20210205,"132061201","SYLD",284,"CAMBRIA SHAREHOLDER YLD ETF","52.99","0.48%"
20210205,"26924G706","GAMR",3286,"ETF MANAGERS TR WEDBUSH ETFMG ","88.06","4.87%"
20210205,"316092204","FDIS",18233,"FIDELITY COVINGTON TR MSCI CON","76.53","0.13%"
20210205,"35473P876","FLQS",338,"FRANKLIN TEMPLETON ETF TR LIBE","34.58","0.28%"
20210205,"36467W109","GME",27307,"GAMESTOP CORP (HLDG CO) CL A","53.50",NA
20210205,"381430602","GSSC",54012,"GOLDMAN SACHS ETF TR ACTIVEBET","60.51","0.27%"
20210205,"46137V183","EWSC",4730,"INVESCO","73.29","0.54%"
20210205,"46138E180","PSCD",683,"INVESCO S&P SMALLCAP CONSUMER ","97.07","1.92%"
20210205,"46138E453","PBSM",16207,"INVESCO ETF TR II PUREBETA MSC","36.75","0.07%"
20210205,"46138G664","RWJ",1,"INVESCO EXCHANGE-TRADED FD TR ","94.99","2.11%"
20210205,"46138J593","OMFS",43,"INVESCO EXCHANGE-TRADED SELF-I","38.14","0.15%"
20210205,"46138J734","IUSS",22,"INVESCO EXCH-TRADED SELF INDX ","32.55","1.25%"
20210205,"464287150","ITOT",16,"ISHARES CORE S&P TOTAL U.S. ST","89.89","0.01%"
20210205,"464287655","IWM",22823,"ISHARES RUSSELL 2000 ETF","218.62","0.10%"
20210205,"464287879","IJS",4,"ISHARES S&P SMALLCAP 600 VALUE","89.80","0.30%"
20210205,"464288570","DSI",6302,"ISHARES MSCI KLD 400 SOCIAL ET","74.22","0.02%"
20210205,"464288869","IWC",10382,"RUSSELL MICRO CAP ETF","143.19","0.59%"
20210205,"46435U663","ESML",2514,"ISHARES ESG AWARE MSCI USA SMA","37.31","0.18%"
20210205,"46436E544","XJR",486,"ISHARES TRESG SCREENED S&P SMA","36.52","0.30%"
20210205,"46436E775","STSB",222,"ISHARES TR FACTORS US SMALL BL","45.51","0.11%"
20210205,"46641Q290","BBSC",2055,"JP MORGAN EXC-TRD TR BETABUILD","64.09","0.15%"
20210205,"67092P607","NUSC",45293,"NUVEEN ESG SMALL-CAP ETF","41.81","0.30%"
20210205,"74347R818","SAA",415,"PROSHARES ULTRA SMALLCAP600","131.01","0.18%"
20210205,"74347R842","UWM",39310,"PROSHARES ULTRA RUSSELL 2000","110.86","0.07%"
20210205,"74347X294","HDG",278,"PROSHARES TRUST - PROSHARES HE","51.89","0.03%"
20210205,"78464A128","VLU",4563,"SPDR S&P 1500 VALUE TILT ETF","127.89","0.04%"
20210205,"78464A201","SLYG",424,"SPDR S&P 600 SMALL CAP GROWTH ","84.69","0.26%"
20210205,"78464A300","SLYV",5801,"SPDR S&P 600 SMALL CAP VALUE E","73.19","0.30%"
20210205,"78464A714","XRT",9352,"SPDR SERIES TR SPDR S&P RETAIL","77.16","3.44%"
20210205,"78464A805","SPTM",79,"SPDR PORTFOLIO S&P 1500 COMPOS","47.79","0.01%"
20210205,"78468R705","MMTM",471,"SPDR SER TR S&P 1500 MOMENTUM ","166.54","0.02%"
20210205,"78468R853","SPSM",15785,"SPDR PORTFOLIO S&P 600 SMALL C","39.59","0.29%"
20210205,"808524102","SCHB",3199,"SCHWAB STRATEGIC TR US BROAD M","94.87","0.01%"
20210205,"808524607","SCHA",284,"SCHWAB STRATEGIC TR US SMALL-C","98.18","0.07%"
20210205,"808524771","FNDX",34120,"SCHWAB FUNDAMENTAL U S LARGE C","47.49","0.39%"
20210205,"808524789","FNDB",111,"SCHWAB FUNDAMENTAL U S BROAD M","47.15","0.35%"
20210205,"87166N304","SSLY",307,"SYNTAX ETF TR STRATIFIED SMALL","48.31","0.11%"
20210205,"886364405","SFYF",1080,"TIDAL ETF TR SOFI 50 ETF","30.60","0.69%"
20210205,"921932778","VIOV",9293,"VANGUARD S&P SMALL CAP 600 VAL","155.11","0.12%"
20210205,"92204A108","VCR",31153,"VANGUARD CONSUMER DISCRETIONAR","295.24","1.16%"
20210205,"92206C599","VTHR",5590,"VANGUARD RUSSELL 3000 ETF","181.05","0.00%"
20210205,"92206C649","VTWV",8540,"VANGUARD RUSSELL 2000 VALUE ET","127.99","0.09%"
20210205,"92206C664","VTWO",876,"VANGUARD RUSSELL 2000 ETF","176.37","0.04%"
20210205,"922908611","VBR",62,"VANGUARD SMALL-CAP VALUE ETF","152.46","0.31%"
20210205,"922908769","VTI",40524,"VANGUARD TOTAL STOCK MARKET ET","202.97","0.00%"
20210208,"025072885","AVUS",1811,"AMERICAN CENTY ETF TR AVANTIS ","66.63","0.02%"
20210208,"132061201","SYLD",718,"CAMBRIA SHAREHOLDER YLD ETF","53.37","0.48%"
20210208,"316092204","FDIS",43701,"FIDELITY COVINGTON TR MSCI CON","77.28","0.13%"
20210208,"33939L100","TILT",840,"FLEXSHARES TR","153.57","0.04%"
20210208,"35473P876","FLQS",145,"FRANKLIN TEMPLETON ETF TR LIBE","35.00","0.28%"
20210208,"36467W109","GME",304,"GAMESTOP CORP (HLDG CO) CL A","63.77",NA
20210208,"381430602","GSSC",63059,"GOLDMAN SACHS ETF TR ACTIVEBET","61.43","0.27%"
20210208,"46137V183","EWSC",4356,"INVESCO","73.71","0.54%"
20210208,"46138E180","PSCD",87,"INVESCO S&P SMALLCAP CONSUMER ","98.94","1.92%"
20210208,"46138E453","PBSM",19492,"INVESCO ETF TR II PUREBETA MSC","37.21","0.07%"
20210208,"46138G664","RWJ",2,"INVESCO EXCHANGE-TRADED FD TR ","96.58","2.11%"
20210208,"46138J593","OMFS",88143,"INVESCO EXCHANGE-TRADED SELF-I","38.63","0.15%"
20210208,"46138J734","IUSS",153,"INVESCO EXCH-TRADED SELF INDX ","33.00","1.25%"
20210208,"464287150","ITOT",275,"ISHARES CORE S&P TOTAL U.S. ST","90.43","0.01%"
20210208,"464287630","IWN",7584,"ISHARES RUSSELL2000 VAL ETF","147.81","0.21%"
20210208,"464287655","IWM",77717,"ISHARES RUSSELL 2000 ETF","221.65","0.10%"
20210208,"464287804","IJR",4156,"ISHARES CORE S&P SM CAP ETF","102.93","0.28%"
20210208,"464288570","DSI",36446,"ISHARES MSCI KLD 400 SOCIAL ET","74.58","0.02%"
20210208,"464288869","IWC",7704,"RUSSELL MICRO CAP ETF","146.11","0.59%"
20210208,"46435U663","ESML",48369,"ISHARES ESG AWARE MSCI USA SMA","37.78","0.18%"
20210208,"46436E544","XJR",1190,"ISHARES TRESG SCREENED S&P SMA","36.96","0.30%"
20210208,"46436E775","STSB",21,"ISHARES TR FACTORS US SMALL BL","46.11","0.11%"
20210208,"46641Q290","BBSC",1932,"JP MORGAN EXC-TRD TR BETABUILD","64.92","0.15%"
20210208,"67092P607","NUSC",59215,"NUVEEN ESG SMALL-CAP ETF","42.34","0.30%"
20210208,"74347R818","SAA",322,"PROSHARES ULTRA SMALLCAP600","134.07","0.18%"
20210208,"74347X294","HDG",659,"PROSHARES TRUST - PROSHARES HE","52.19","0.03%"
20210208,"74347X799","URTY",6416,"PROSHARES TRUST PROSHRS ULTRAP","111.64","0.05%"
20210208,"78464A128","VLU",9822,"SPDR S&P 1500 VALUE TILT ETF","128.93","0.04%"
20210208,"78464A201","SLYG",5719,"SPDR S&P 600 SMALL CAP GROWTH ","86.10","0.26%"
20210208,"78464A300","SLYV",987,"SPDR S&P 600 SMALL CAP VALUE E","73.67","0.30%"
20210208,"78464A714","XRT",216633,"SPDR SERIES TR SPDR S&P RETAIL","78.86","3.44%"
20210208,"78464A813","SLY",626,"SPDR S&P 600 SMALL CAP ETF","89.07","0.29%"
20210208,"78468R705","MMTM",553,"SPDR SER TR S&P 1500 MOMENTUM ","167.42","0.02%"
20210208,"78468R853","SPSM",23964,"SPDR PORTFOLIO S&P 600 SMALL C","40.09","0.29%"
20210208,"808524102","SCHB",2460,"SCHWAB STRATEGIC TR US BROAD M","95.35","0.01%"
20210208,"808524789","FNDB",333,"SCHWAB FUNDAMENTAL U S BROAD M","47.51","0.35%"
20210208,"87166N304","SSLY",307,"SYNTAX ETF TR STRATIFIED SMALL","49.12","0.11%"
20210208,"886364405","SFYF",116,"TIDAL ETF TR SOFI 50 ETF","30.77","0.69%"
20210208,"921932778","VIOV",7219,"VANGUARD S&P SMALL CAP 600 VAL","156.43","0.12%"
20210208,"921932794","VIOG",436,"VANGUARD S&P SMALL CAP 600 GRO","221.48","1.78%"
20210208,"921932828","VIOO",337,"VANGUARD S&P SMALL CAP 600 ETF","187.94","0.12%"
20210208,"92204A108","VCR",13394,"VANGUARD CONSUMER DISCRETIONAR","298.20","1.16%"
20210208,"92206C599","VTHR",717,"VANGUARD RUSSELL 3000 ETF","182.33","0.00%"
20210208,"92206C649","VTWV",6299,"VANGUARD RUSSELL 2000 VALUE ET","129.47","0.09%"
20210208,"92206C664","VTWO",3910,"VANGUARD RUSSELL 2000 ETF","179.07","0.04%"
20210208,"922908652","VXF",20792,"VANGUARD EXTENDED MARKET ETF","181.90","0.02%"
20210208,"922908751","VB",551,"VANGUARD SMALL-CAP ETF","211.94","0.17%"
20210208,"922908769","VTI",38284,"VANGUARD TOTAL STOCK MARKET ET","204.11","0.00%"
20210209,"025072885","AVUS",2337,"AMERICAN CENTY ETF TR AVANTIS ","67.40","0.02%"
20210209,"132061201","SYLD",1270,"CAMBRIA SHAREHOLDER YLD ETF","54.42","0.48%"
20210209,"25460G815","RETL",1297,"DIREXION DAILY RETAIL BULL 3X ","147.99","2.87%"
20210209,"26924G706","GAMR",356,"ETF MANAGERS TR WEDBUSH ETFMG ","90.91","4.87%"
20210209,"33939L100","TILT",342,"FLEXSHARES TR","155.36","0.04%"
20210209,"35473P876","FLQS",866,"FRANKLIN TEMPLETON ETF TR LIBE","35.87","0.28%"
20210209,"36467W109","GME",22796,"GAMESTOP CORP (HLDG CO) CL A","60.00",NA
20210209,"381430602","GSSC",16474,"GOLDMAN SACHS ETF TR ACTIVEBET","63.20","0.27%"
20210209,"46137V183","EWSC",4650,"INVESCO","75.57","0.54%"
20210209,"46137V480","XSVM",5814,"INVESCO S&P SMALLCAP VALUE WIT","41.73","2.45%"
20210209,"46137V613","PRF",51,"INVESCO EXCHANGE-TRADED FD TR ","142.04","0.44%"
20210209,"46138E180","PSCD",4139,"INVESCO S&P SMALLCAP CONSUMER ","101.54","1.92%"
20210209,"46138E453","PBSM",22710,"INVESCO ETF TR II PUREBETA MSC","37.87","0.07%"
20210209,"46138G664","RWJ",1073,"INVESCO EXCHANGE-TRADED FD TR ","99.23","2.11%"
20210209,"46138J593","OMFS",88392,"INVESCO EXCHANGE-TRADED SELF-I","39.80","0.15%"
20210209,"46138J734","IUSS",54,"INVESCO EXCH-TRADED SELF INDX ","33.77","1.25%"
20210209,"464287150","ITOT",3139,"ISHARES CORE S&P TOTAL U.S. ST","91.23","0.01%"
20210209,"464287655","IWM",30030,"ISHARES RUSSELL 2000 ETF","227.31","0.10%"
20210209,"464287804","IJR",127330,"ISHARES CORE S&P SM CAP ETF","105.78","0.28%"
20210209,"464287879","IJS",2167,"ISHARES S&P SMALLCAP 600 VALUE","92.85","0.30%"
20210209,"464287887","IJT",74,"ISHARES S&P SMALL CAP 600 GROW","132.33","0.26%"
20210209,"464288570","DSI",68546,"ISHARES MSCI KLD 400 SOCIAL ET","75.17","0.02%"
